Jahr;Ges;Name;Age_Group;Runner_Number;Place_Gender;Place_Age_Group;Place_Overall;Start_Time_of_day;Finish_Time;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time;FK_Diff;FK_min_km;FK_kmh
2019;M;Cherono, Lawrence (KEN);30-34;4;1;1;1;07:30:03;02:05:45;00:14:45;14:45;02:57;20.34;00:29:28;14:43;02:57;20.39;00:44:11;14:43;02:57;20.39;00:59:01;14:50;02:59;20.22;01:02:15;03:14;02:57;20.38;01:13:57;11:42;03:00;20.03;01:28:59;15:02;03:01;19.94;01:43:54;14:55;02:59;20.13;01:59:10;15:16;03:04;19.65;02:05:45;06:35;03:01;19.99
2019;M;Debela, Dejene (ETH);20-24;38;2;1;2;07:30:03;02:05:46;00:14:45;14:45;02:57;20.35;00:29:29;14:44;02:57;20.36;00:44:12;14:43;02:57;20.39;00:59:02;14:50;02:59;20.21;01:02:16;03:14;02:57;20.40;01:13:56;11:40;03:00;20.08;01:28:59;15:03;03:01;19.92;01:43:53;14:54;02:59;20.13;01:59:08;15:15;03:03;19.68;02:05:46;06:38;03:02;19.84
2019;M;Mengstu, Asefa (ETH);30-34;5;3;2;3;07:30:03;02:05:48;00:14:46;14:46;02:58;20.33;00:29:29;14:43;02:57;20.38;00:44:12;14:43;02:57;20.39;00:59:02;14:50;02:59;20.21;01:02:15;03:13;02:56;20.46;01:13:55;11:40;03:00;20.08;01:28:59;15:04;03:01;19.92;01:43:53;14:54;02:59;20.12;01:59:08;15:15;03:03;19.68;02:05:48;06:40;03:03;19.78
2019;M;Karoki, Bedan (KEN);25-29;9;4;1;4;07:30:03;02:05:53;00:14:45;14:45;02:57;20.35;00:29:27;14:42;02:57;20.40;00:44:10;14:43;02:57;20.38;00:59:02;14:52;02:59;20.19;01:02:15;03:13;02:57;20.44;01:13:54;11:39;03:00;20.10;01:28:59;15:05;03:01;19.90;01:43:53;14:54;02:59;20.12;01:59:09;15:16;03:04;19.66;02:05:53;06:44;03:05;19.54
2019;M;Abdi, Bashir (BEL);30-34;10;5;3;5;07:30:03;02:06:14;00:14:47;14:47;02:58;20.30;00:29:30;14:43;02:57;20.40;00:44:23;14:53;02:59;20.15;00:59:32;15:09;03:02;19.80;01:02:54;03:22;03:05;19.51;01:14:53;11:59;03:05;19.55;01:30:22;15:29;03:06;19.36;01:45:15;14:53;02:59;20.17;01:59:53;14:38;02:56;20.50;02:06:14;06:21;02:54;20.76
2019;M;Tura, Seifu (ETH);20-24;39;6;2;6;07:30:03;02:08:35;00:14:46;14:46;02:58;20.34;00:29:29;14:43;02:57;20.37;00:44:12;14:43;02:57;20.39;00:59:02;14:50;02:59;20.21;01:02:15;03:13;02:57;20.44;01:13:56;11:41;03:00;20.07;01:28:59;15:03;03:01;19.93;01:43:53;14:54;02:59;20.12;02:00:13;16:20;03:16;18.37;02:08:35;08:22;03:49;15.75
2019;M;Chumba, Dickson (KEN);30-34;6;7;4;7;07:30:03;02:09:11;00:14:45;14:45;02:57;20.36;00:29:27;14:42;02:57;20.39;00:44:11;14:44;02:57;20.38;00:59:01;14:50;02:59;20.22;01:02:14;03:13;02:57;20.44;01:13:55;11:41;03:00;20.05;01:28:58;15:03;03:01;19.93;01:44:27;15:29;03:06;19.38;02:01:05;16:38;03:20;18.04;02:09:11;08:06;03:42;16.26
2019;M;Farah, Mo (GBR);35-39;1;8;1;8;07:30:03;02:09:58;00:14:47;14:47;02:58;20.31;00:29:29;14:42;02:57;20.40;00:44:23;14:54;02:59;20.15;00:59:32;15:09;03:02;19.80;01:02:54;03:22;03:05;19.52;01:14:54;12:00;03:05;19.51;01:30:30;15:36;03:08;19.22;01:46:23;15:53;03:11;18.89;02:02:28;16:05;03:14;18.65;02:09:58;07:30;03:25;17.58
2019;M;Riley, Jacob (USA);30-34;16;9;5;9;07:30:03;02:10:36;00:15:33;15:33;03:07;19.31;00:30:59;15:26;03:06;19.44;00:46:30;15:31;03:07;19.33;01:01:59;15:29;03:06;19.37;01:05:24;03:25;03:08;19.21;01:17:33;12:09;03:07;19.30;01:33:17;15:44;03:09;19.06;01:48:44;15:27;03:06;19.41;02:04:02;15:18;03:04;19.62;02:10:36;06:34;03:00;20.03
2019;M;Mock, Jerrell (USA);20-24;36;10;3;10;07:30:03;02:10:37;00:15:33;15:33;03:07;19.31;00:30:58;15:25;03:06;19.46;00:46:30;15:32;03:07;19.31;01:01:59;15:29;03:06;19.37;01:05:25;03:26;03:08;19.20;01:17:32;12:07;03:07;19.31;01:33:17;15:45;03:09;19.05;01:48:44;15:27;03:06;19.42;02:04:02;15:18;03:04;19.62;02:10:37;06:35;03:01;19.98
2019;W;Kosgei, Brigid (KEN);25-29;101;1;1;23;07:30:03;02:14:04;00:15:28;15:28;03:06;19.40;00:31:28;16:00;03:12;18.75;00:47:26;15:58;03:12;18.79;01:03:27;16:01;03:13;18.74;01:06:59;03:32;03:14;18.60;01:19:33;12:34;03:14;18.62;01:35:18;15:45;03:09;19.05;01:51:14;15:56;03:12;18.83;02:07:11;15:57;03:12;18.81;02:14:04;06:53;03:08;19.16
2019;W;Yeshaneh, Ababel (ETH);25-29;106;2;2;32;07:30:03;02:20:51;00:15:36;15:36;03:08;19.24;00:32:00;16:24;03:17;18.29;00:48:21;16:21;03:17;18.35;01:04:44;16:23;03:17;18.31;01:08:22;03:38;03:20;18.09;01:21:36;13:14;03:24;17.71;01:38:28;16:52;03:23;17.79;01:55:39;17:11;03:27;17.45;02:12:47;17:08;03:26;17.51;02:20:51;08:04;03:41;16.33
2019;W;Burka, Gelete (ETH);30-34;102;3;1;33;07:30:03;02:20:55;00:16:03;16:03;03:13;18.70;00:32:28;16:25;03:18;18.27;00:48:49;16:21;03:17;18.35;01:05:29;16:40;03:20;18.00;01:09:10;03:41;03:22;17.88;01:22:30;13:20;03:25;17.57;01:39:11;16:41;03:21;17.97;01:56:12;17:01;03:25;17.63;02:13:26;17:14;03:27;17.41;02:20:55;07:29;03:25;17.61
2019;W;Bates, Emma (USA);25-29;109;4;3;34;07:30:03;02:25:27;00:17:19;17:19;03:28;17.33;00:34:45;17:26;03:30;17.21;00:52:03;17:18;03:28;17.35;01:09:08;17:05;03:26;17.55;01:12:56;03:48;03:28;17.36;01:26:20;13:24;03:27;17.46;01:43:27;17:07;03:26;17.53;02:00:41;17:14;03:27;17.40;02:17:56;17:15;03:27;17.40;02:25:27;07:31;03:26;17.50
