Jahr;Ges;Start_Time_of_day;Name;Runner_Number;FK_Time;Pace_per_Mile;Place_Overall;Place_Gender;Age_Group;Place_Age_Group;Place_Age_Graded;Time_Age_Graded;Gun_Time;5K_Time;10K_Time;15K_Time;20K_Time;HK_Time;25K_Time;30K_Time;35K_Time;40K_Time
2018;M;2:00PM;Lelisa Desisa; 3;2:05:59;04:49;1;1;(25-29);1;1;2:05:59;2:05:59;0:15:43;0:30:51;0:45:48;1:00:44;1:03:57;1:15:45;1:30:20;1:45:19;1:59:40
2018;M;2:00PM;Shura Kitata; 2;2:06:01;04:49;2;2;(20-24);1;2;2:06:01;2:06:01;0:15:43;0:30:48;0:45:47;1:00:39;1:03:55;1:15:45;1:30:20;1:45:19;1:59:50
2018;M;2:00PM;Geoffrey Kamworor; 1;2:06:26;04:50;3;3;(25-29);2;3;2:06:26;2:06:26;0:15:43;0:30:51;0:45:49;1:00:45;1:03:59;1:15:44;1:30:20;1:45:19;1:59:40
2018;M;2:00PM;Tamirat Tola; 4;2:08:30;04:55;4;4;(25-29);3;4;2:08:30;2:08:30;0:15:46;0:30:48;0:45:48;1:00:45;1:03:58;1:15:44;1:30:21;1:45:19;2:01:21
2018;M;2:00PM;Daniel Wanjiru; 5;2:10:21;04:59;5;5;(25-29);4;5;2:10:21;2:10:21;0:15:46;0:30:51;0:45:49;1:00:49;1:04:10;1:16:18;1:31:32;1:47:16;2:03:22
2018;M;2:00PM;Jared Ward;15;2:12:24;05:03;6;6;(30-34);1;7;2:12:24;2:12:24;0:15:43;0:30:57;0:46:22;1:01:53;1:05:25;1:17:58;1:33:27;1:49:34;2:05:33
2018;M;2:00PM;Scott Fauble;18;2:12:28;05:04;7;7;(25-29);5;8;2:12:28;2:12:28;0:15:45;0:31:03;0:46:55;1:02:36;1:06:06;1:18:40;1:34:13;1:50:14;2:05:41
2018;M;2:00PM;Festus Talam; 6;2:12:40;05:04;8;8;(20-24);2;9;2:12:40;2:12:40;0:15:45;0:30:50;0:45:47;1:00:46;1:03:59;1:15:46;1:30:20;1:46:11;2:04:07
2018;M;2:00PM;Shadrack Biwott;11;2:12:52;05:05;9;9;(30-34);2;10;2:12:43;2:12:52;0:15:48;0:30:52;0:46:12;1:01:54;1:05:26;1:17:59;1:33:28;1:49:35;2:05:39
2018;M;2:00PM;Chris Derrick;19;2:13:08;05:05;10;10;(25-29);6;11;2:13:08;2:13:08;0:15:43;0:30:57;0:46:25;1:01:53;1:05:24;1:17:59;1:33:28;1:49:34;2:05:53
2018;W;2:00PM;Mary Keitany;102;2:22:48;05:27;26;1;(35-39);1;1;2:21:17;2:22:48;0:18:45;0:37:07;0:55:10;1:12:09;1:15:50;1:28:23;1:43:42;1:59:16;2:15:29
2018;W;2:00PM;Vivian Cheruiyot;104;2:26:02;05:35;32;2;(35-39);2;3;2:24:57;2:26:02;0:18:46;0:37:08;0:55:10;1:12:10;1:15:50;1:28:44;1:44:43;2:01:12;2:18:27
2018;W;2:00PM;Shalane Flanagan;101;2:26:22;05:35;34;3;(35-39);3;2;2:24:14;2:26:22;0:18:46;0:37:07;0:55:11;1:12:09;1:15:49;1:28:44;1:44:50;2:01:36;2:18:58
2018;W;2:00PM;Molly Huddle;106;2:26:44;05:36;37;4;(30-34);1;6;2:26:03;2:26:44;0:18:45;0:37:07;0:55:10;1:12:10;1:15:50;1:28:46;1:44:52;2:01:59;2:19:18
2018;W;2:00PM;Rahma Tusa;110;2:27:13;05:37;39;5;(25-29);1;9;2:27:13;2:27:13;0:18:45;0:37:06;0:55:10;1:12:08;1:15:49;1:28:24;1:43:59;2:01:06;2:18:58
2018;W;2:00PM;Desiree Linden;105;2:27:51;05:39;43;6;(35-39);4;8;2:26:45;2:27:51;0:18:45;0:37:06;0:55:08;1:12:11;1:15:51;1:29:10;1:46:03;2:03:13;2:20:16
2018;W;2:00PM;Allie Kieffer;107;2:28:12;05:40;47;7;(30-34);2;10;2:28:10;2:28:12;0:18:45;0:37:07;0:55:10;1:12:41;1:16:34;1:30:24;1:47:16;2:04:03;2:20:54
2018;W;2:00PM;Lisa Weightman;115;2:29:11;05:42;56;8;(35-39);5;5;2:25:34;2:29:11;0:18:46;0:37:07;0:55:10;1:12:11;1:15:53;1:29:21;1:46:19;2:03:54;2:21:42
2018;W;2:00PM;Mamitu Daska;103;2:30:31;05:45;65;9;(35-39);6;11;2:29:24;2:30:31;0:18:47;0:37:06;0:55:11;1:12:08;1:15:51;1:28:45;1:45:00;2:03:12;2:21:53
2018;W;2:00PM;Belaynesh Fikadu;130;2:30:47;05:46;67;10;(30-34);3;14;2:30:45;2:30:47;0:18:45;0:37:09;0:55:10;1:12:40;1:16:35;1:30:24;1:47:17;2:04:52;2:23:01
