Jahr;Ges;Start_Time_of_day;Name;Runner_Number;FK_Time;Pace_per_Mile;Place_Overall;Place_Gender;Age_Group;Place_Age_Group;Place_Age_Graded;Time_Age_Graded;Gun_Time;5K_Time;10K_Time;15K_Time;20K_Time;HK_Time;25K_Time;30K_Time;35K_Time;40K_Time
2011;M;8:30AM;Geoffrey Mutai; 3;2:05:06;04:47;1;1;(30-34);1;1;2:05:06;2:05:06;0:15:34;0:30:24;0:45:13;1:00:04;1:03:18;1:15:07;1:29:47;1:44:18;1:58:44
2011;M;8:30AM;Emmanuel Mutai; 2;2:06:28;04:50;2;2;(25-29);1;3;2:06:28;2:06:28;0:15:34;0:30:23;0:45:12;1:00:04;1:03:17;1:15:06;1:29:46;1:44:35;1:59:46
2011;M;8:30AM;Tsegaye Kebede; 4;2:07:14;04:52;3;3;(20-24);1;4;2:07:14;2:07:14;0:15:35;0:30:24;0:45:13;1:00:04;1:03:18;1:15:06;1:29:46;1:44:35;2:00:02
2011;M;8:30AM;Gebre Gebremariam; 1;2:08:00;04:53;4;4;(25-29);2;5;2:08:00;2:08:00;0:15:35;0:30:25;0:45:13;1:00:04;1:03:18;1:15:07;1:29:47;1:44:39;2:00:57
2011;M;8:30AM;Jaouad Gharib; 6;2:08:26;04:54;5;5;(35-39);1;2;2:05:40;2:08:26;0:15:34;0:30:25;0:45:13;1:00:06;1:03:19;1:15:10;1:29:47;1:45:12;2:01:14
2011;M;8:30AM;Meb Keflezighi; 7;2:09:13;04:56;6;6;(35-39);2;6;2:08:11;2:09:13;0:15:34;0:30:24;0:45:12;1:00:05;1:03:18;1:15:07;1:29:47;1:45:21;2:02:08
2011;M;8:30AM;Abdellah Falil;14;2:10:35;04:59;7;7;(35-39);3;7;2:09:55;2:10:35;0:15:35;0:30:26;0:45:22;1:00:51;1:04:18;1:16:42;1:32:01;1:47:58;2:03:49
2011;M;8:30AM;Mathew Kisorio; 8;2:10:58;05:00;8;8;(20-24);2;9;2:10:58;2:10:58;0:15:34;0:30:24;0:45:12;1:00:05;1:03:17;1:15:07;1:29:45;1:45:07;2:02:24
2011;M;8:30AM;Ezkyas Sisay;17;2:11:04;05:00;9;9;(20-24);3;10;2:11:04;2:11:04;0:15:34;0:30:24;0:45:12;1:00:04;1:03:18;1:15:08;1:29:50;1:46:04;2:03:20
2011;M;8:30AM;Ed Moran;12;2:11:47;05:02;10;10;(30-34);2;11;2:11:47;2:11:47;0:15:37;0:31:04;0:46:40;1:02:15;1:05:38;1:18:10;1:33:28;1:49:18;2:05:01
2011;W;8:30AM;Firehiwot Dado;111;2:23:15;05:28;21;1;(25-29);1;1;2:23:15;2:23:15;0:16:17;0:32:51;0:49:32;1:06:29;1:10:13;1:23:57;1:40:45;1:58:20;2:15:47
2011;W;8:30AM;Buzunesh Deba;106;2:23:19;05:28;22;2;(20-24);1;2;2:23:19;2:23:19;0:16:17;0:32:51;0:49:32;1:06:28;1:10:13;1:23:57;1:40:45;1:58:20;2:15:46
2011;W;8:30AM;Mary Keitany;101;2:23:38;05:29;23;3;(25-29);2;3;2:23:38;2:23:38;0:16:04;0:31:54;0:47:59;1:04:21;1:07:56;1:21:38;1:38:57;1:57:02;2:15:45
2011;W;8:30AM;Ana Dulce Felix;109;2:25:40;05:34;28;4;(25-29);3;4;2:25:40;2:25:40;0:17:00;0:34:05;0:51:00;1:08:02;1:11:47;1:25:26;1:42:19;1:59:56;2:17:50
2011;W;8:30AM;Kim Smith;103;2:25:46;05:34;29;5;(25-29);4;5;2:25:46;2:25:46;0:16:49;0:33:43;0:50:43;1:07:55;1:11:42;1:25:31;1:42:19;1:59:57;2:17:59
2011;W;8:30AM;Caroline Cheptonui Kilel;102;2:25:57;05:34;30;6;(30-34);1;7;2:25:57;2:25:57;0:16:16;0:32:51;0:49:33;1:06:29;1:10:13;1:23:57;1:40:45;1:58:52;2:17:50
2011;W;8:30AM;Caroline Rotich;107;2:27:06;05:37;33;7;(25-29);5;8;2:27:06;2:27:06;0:16:30;0:33:22;0:50:26;1:07:31;1:11:15;1:25:01;1:42:05;1:59:56;2:18:19
2011;W;8:30AM;Isabellah Andersson;105;2:28:29;05:40;38;8;(30-34);2;10;2:28:29;2:28:29;0:17:20;0:34:25;0:51:42;1:09:13;1:13:09;1:27:34;1:45:21;2:03:19;2:20:56
2011;W;8:30AM;Jo Pavey;114;2:28:42;05:41;39;9;(35-39);1;6;2:25:51;2:28:42;0:17:01;0:34:35;0:52:19;1:10:05;1:13:57;1:28:10;1:45:21;2:03:20;2:21:10
2011;W;8:30AM;Galina Bogomolova;110;2:29:03;05:42;42;10;(30-34);3;9;2:28:21;2:29:03;0:17:20;0:34:25;0:51:43;1:09:12;1:13:09;1:27:33;1:45:21;2:03:22;2:21:18
