Jahr;Ges;Name;Club;Category;Runner_Number;Place_Gender;Place_Category;Place_Overall;Start_Time_of_day;Finish_Time;Race_Status;Last_Split;5K_Time_of_day;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time_of_day;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time_of_day;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time_of_day;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time_of_day;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time_of_day;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time_of_day;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time_of_day;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time_of_day;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time_of_day;FK_Time;FK_Diff;FK_min_km;FK_kmh
2011;M;Mutai, Emmanuel (KEN);;18-39;8;1;1;1;09:45:00;02:04:40;;;;00:14:34;14:34;02:55;20.60;;00:29:24;14:50;02:58;20.23;;00:44:27;15:03;03:01;19.94;;00:59:29;15:02;03:01;19.94;;01:02:44;03:15;02:58;20.27;;01:14:16;11:32;02:58;20.32;;01:29:21;15:05;03:01;19.89;;01:43:36;14:15;02:51;21.03;;01:58:05;14:29;02:54;20.72;;02:04:40;06:35;03:00;19.99
2011;M;Lel, Martin (KEN);;18-39;27;2;2;2;09:45:00;02:05:45;;;;00:14:35;14:35;02:55;20.59;;00:29:24;14:49;02:58;20.24;;00:44:26;15:02;03:01;19.95;;00:59:29;15:03;03:01;19.94;;01:02:45;03:16;02:59;20.23;;01:14:16;11:31;02:58;20.32;;01:29:21;15:05;03:01;19.90;;01:43:56;14:35;02:55;20.56;;01:58:58;15:02;03:01;19.95;;02:05:45;06:47;03:06;19.45
2011;M;Makau, Patrick (KEN);;18-39;3;3;3;3;09:45:00;02:05:45;;;;00:14:35;14:35;02:55;20.58;;00:29:24;14:49;02:58;20.24;;00:44:27;15:03;03:01;19.93;;00:59:30;15:03;03:01;19.94;;01:02:45;03:15;02:58;20.23;;01:14:16;11:31;02:58;20.33;;01:29:22;15:06;03:02;19.88;;01:43:57;14:35;02:55;20.57;;01:59:13;15:16;03:04;19.63;;02:05:45;06:32;02:59;20.15
2011;M;Dos Santos, Marlison Gomes (BRA);;18-39;13;4;4;4;09:45:00;02:06:34;;;;00:14:35;14:35;02:55;20.58;;00:29:24;14:49;02:58;20.24;;00:44:28;15:04;03:01;19.93;;00:59:30;15:02;03:01;19.95;;01:02:45;03:15;02:58;20.23;;01:14:17;11:32;02:58;20.31;;01:29:21;15:04;03:01;19.90;;01:44:10;14:49;02:58;20.25;;01:59:35;15:25;03:05;19.46;;02:06:34;06:59;03:11;18.85
2011;M;Kebede, Tsegaye (ETH);;18-39;1;5;5;5;09:45:00;02:07:48;;;;00:14:34;14:34;02:55;20.60;;00:29:24;14:50;02:58;20.23;;00:44:26;15:02;03:01;19.95;;00:59:29;15:03;03:01;19.92;;01:02:44;03:15;02:58;20.26;;01:14:16;11:32;02:58;20.32;;01:29:20;15:04;03:01;19.90;;01:44:12;14:52;02:59;20.19;;02:00:12;16:00;03:12;18.75;;02:07:48;07:36;03:28;17.30
2011;M;Gharib, Jaouad (MAR);;18-39;7;6;6;6;09:45:00;02:08:26;;;;00:14:34;14:34;02:55;20.61;;00:29:24;14:50;02:58;20.23;;00:44:28;15:04;03:01;19.91;;00:59:30;15:02;03:01;19.94;;01:02:45;03:15;02:58;20.26;;01:14:16;11:31;02:58;20.33;;01:29:22;15:06;03:02;19.87;;01:45:02;15:40;03:08;19.16;;02:01:16;16:14;03:15;18.48;;02:08:26;07:10;03:16;18.35
2011;M;Safronov, Dmitry (RUS);;18-39;15;7;7;7;09:45:00;02:09:35;;;;00:14:43;14:43;02:57;20.39;;00:29:48;15:05;03:01;19.89;;00:45:03;15:15;03:03;19.68;;01:00:26;15:23;03:05;19.50;;01:03:50;03:24;03:06;19.38;;01:15:45;11:55;03:04;19.66;;01:31:23;15:38;03:08;19.19;;01:46:58;15:35;03:07;19.24;;02:02:47;15:49;03:10;18.97;;02:09:35;06:48;03:06;19.34
2011;M;Bat-Ochir, Serod (MGL);;18-39;18;8;8;8;09:45:00;02:11:35;;;;00:14:38;14:38;02:56;20.51;;00:29:49;15:11;03:03;19.77;;00:45:03;15:14;03:03;19.68;;01:00:26;15:23;03:05;19.51;;01:03:50;03:24;03:06;19.36;;01:15:44;11:54;03:03;19.68;;01:31:25;15:41;03:09;19.14;;01:47:45;16:20;03:16;18.37;;02:04:19;16:34;03:19;18.11;;02:11:35;07:16;03:19;18.10
2011;M;Shelley, Mike (AUS);;18-39;20;9;9;9;09:45:00;02:11:38;;;;00:15:26;15:26;03:06;19.44;;00:30:55;15:29;03:06;19.37;;00:46:30;15:35;03:07;19.26;;01:02:23;15:53;03:11;18.89;;01:05:51;03:28;03:10;18.98;;01:18:03;12:12;03:08;19.20;;01:33:50;15:47;03:10;19.00;;01:49:30;15:40;03:08;19.14;;02:04:59;15:29;03:06;19.39;;02:11:38;06:39;03:02;19.76
2011;M;Rothlin, Viktor (SUI);;18-39;9;10;10;10;09:45:00;02:12:44;;;;00:14:44;14:44;02:57;20.38;;00:29:49;15:05;03:01;19.89;;00:45:04;15:15;03:03;19.68;;01:00:26;15:22;03:05;19.51;;01:03:50;03:24;03:06;19.37;;01:15:59;12:09;03:07;19.27;;01:32:10;16:11;03:15;18.55;;01:48:53;16:43;03:21;17.94;;02:05:30;16:37;03:20;18.06;;02:12:44;07:14;03:18;18.17
