Jahr;Ges;Name;Club;Category;Runner_Number;Place_Gender;Place_Category;Place_Overall;Start_Time_of_day;Finish_Time;Race_Status;Last_Split;5K_Time_of_day;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time_of_day;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time_of_day;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time_of_day;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time_of_day;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time_of_day;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time_of_day;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time_of_day;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time_of_day;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time_of_day;FK_Time;FK_Diff;FK_min_km;FK_kmh
2015;M;Kipchoge, Eliud (KEN);;18-39;4;1;1;1;10:10:01;02:04:42;Finished;FINISH;10:24:32;00:14:32;14:32;02:55;20.66;10:39:16;00:29:15;14:43;02:57;20.38;10:54:05;00:44:04;14:49;02:58;20.23;11:09:02;00:59:01;14:57;03:00;20.07;11:12:21;01:02:20;03:19;03:02;19.88;11:24:04;01:14:03;11:43;03:01;19.97;11:38:57;01:28:56;14:53;02:59;20.16;11:54:03;01:44:02;15:06;03:02;19.86;12:08:30;01:58:29;14:27;02:54;20.76;12:14:43;02:04:42;06:13;02:50;21.18
2015;M;Kipsang, Wilson (KEN);;18-39;1;2;2;2;10:10:01;02:04:47;Finished;FINISH;10:24:33;00:14:32;14:32;02:55;20.65;10:39:16;00:29:15;14:43;02:57;20.39;10:54:06;00:44:05;14:50;02:58;20.22;11:09:02;00:59:01;14:56;03:00;20.09;11:12:21;01:02:20;03:19;03:02;19.85;11:24:04;01:14:04;11:44;03:01;19.97;11:38:57;01:28:56;14:52;02:59;20.16;11:54:04;01:44:03;15:07;03:02;19.85;12:08:31;01:58:30;14:27;02:54;20.77;12:14:48;02:04:47;06:17;02:52;20.92
2015;M;Kimetto, Dennis (KEN);;18-39;2;3;3;3;10:10:01;02:05:51;Finished;FINISH;10:24:33;00:14:32;14:32;02:55;20.65;10:39:16;00:29:15;14:43;02:57;20.39;10:54:06;00:44:05;14:50;02:58;20.23;11:09:02;00:59:02;14:57;03:00;20.07;11:12:21;01:02:20;03:18;03:01;19.89;11:24:06;01:14:06;11:46;03:01;19.92;11:38:57;01:28:56;14:50;02:58;20.21;11:54:03;01:44:02;15:06;03:02;19.87;12:09:00;01:58:59;14:57;03:00;20.06;12:15:52;02:05:51;06:52;03:08;19.18
2015;M;Biwott, Stanley (KEN);;18-39;9;4;4;4;10:10:01;02:06:41;Finished;FINISH;10:24:33;00:14:32;14:32;02:55;20.65;10:39:16;00:29:15;14:43;02:57;20.39;10:54:05;00:44:04;14:49;02:58;20.25;11:09:03;00:59:02;14:58;03:00;20.05;11:12:21;01:02:20;03:18;03:01;19.91;11:24:05;01:14:04;11:44;03:01;19.95;11:38:57;01:28:56;14:52;02:59;20.18;11:54:04;01:44:03;15:07;03:02;19.86;12:09:02;01:59:01;14:58;03:00;20.04;12:16:42;02:06:41;07:40;03:30;17.15
2015;M;Regassa, Tilahun (ETH);;18-39;10;5;5;5;10:10:01;02:07:18;Finished;FINISH;10:24:33;00:14:32;14:32;02:55;20.65;10:39:16;00:29:15;14:43;02:57;20.39;10:54:06;00:44:05;14:50;02:58;20.22;11:09:02;00:59:01;14:56;03:00;20.09;11:12:21;01:02:20;03:19;03:02;19.85;11:24:04;01:14:04;11:44;03:01;19.98;11:38:57;01:28:56;14:52;02:59;20.17;11:54:04;01:44:03;15:07;03:02;19.85;12:09:44;01:59:43;15:40;03:08;19.15;12:17:19;02:07:18;07:35;03:28;17.36
2015;M;Kitwara, Samuel (KEN);;18-39;7;6;6;6;10:10:01;02:07:43;Finished;FINISH;10:24:33;00:14:32;14:32;02:55;20.66;10:39:16;00:29:15;14:43;02:57;20.39;10:54:05;00:44:05;14:50;02:58;20.23;11:09:02;00:59:01;14:56;03:00;20.08;11:12:20;01:02:20;03:19;03:02;19.88;11:24:05;01:14:04;11:44;03:01;19.95;11:38:57;01:28:56;14:52;02:59;20.17;11:54:05;01:44:04;15:08;03:02;19.83;12:10:12;02:00:11;16:07;03:14;18.62;12:17:44;02:07:43;07:32;03:26;17.48
2015;M;Guerra, Javier (ESP);;18-39;19;7;7;7;10:10:01;02:09:33;Finished;FINISH;10:25:13;00:15:12;15:12;03:03;19.74;10:40:24;00:30:23;15:11;03:03;19.76;10:55:48;00:45:48;15:25;03:05;19.47;11:11:24;01:01:23;15:35;03:07;19.23;11:14:48;01:04:48;03:25;03:07;19.34;11:26:52;01:16:52;12:04;03:06;19.41;11:42:31;01:32:30;15:38;03:08;19.17;11:57:48;01:47:47;15:17;03:04;19.63;12:12:52;02:02:52;15:05;03:01;19.91;12:19:34;02:09:33;06:41;03:03;19.68
2015;M;Kibrom, Ghebre (ERI);;18-39;14;8;8;8;10:10:01;02:09:36;Finished;FINISH;10:25:00;00:14:59;14:59;03:00;20.04;10:39:43;00:29:42;14:43;02:57;20.38;10:54:47;00:44:46;15:04;03:01;19.91;11:09:54;00:59:54;15:08;03:02;19.83;11:13:16;01:03:15;03:21;03:04;19.59;11:25:16;01:15:15;12:00;03:05;19.52;11:40:53;01:30:52;15:37;03:08;19.22;11:56:34;01:46:33;15:41;03:09;19.12;12:12:30;02:02:30;15:57;03:12;18.82;12:19:37;02:09:36;07:06;03:15;18.54
2015;M;Reunkov, Aleksey (RUS);;18-39;13;9;9;9;10:10:01;02:10:10;Finished;FINISH;10:25:13;00:15:12;15:12;03:03;19.74;10:40:24;00:30:23;15:11;03:03;19.76;10:55:48;00:45:47;15:24;03:05;19.47;11:11:24;01:01:23;15:36;03:08;19.23;11:14:48;01:04:47;03:24;03:06;19.36;11:26:52;01:16:51;12:04;03:06;19.41;11:42:31;01:32:31;15:40;03:08;19.17;11:57:57;01:47:56;15:25;03:05;19.45;12:13:23;02:03:23;15:27;03:06;19.42;12:20:11;02:10:10;06:47;03:06;19.39
2015;M;Lebid, Serhiy (UKR);;18-39;12;10;10;10;10:10:01;02:10:21;Finished;FINISH;10:25:13;00:15:12;15:12;03:03;19.74;10:40:24;00:30:24;15:12;03:03;19.75;10:55:49;00:45:48;15:24;03:05;19.48;11:11:25;01:01:24;15:36;03:08;19.23;11:14:49;01:04:48;03:24;03:06;19.36;11:26:54;01:16:53;12:05;03:06;19.38;11:42:33;01:32:32;15:39;03:08;19.17;11:58:05;01:48:04;15:32;03:07;19.31;12:13:39;02:03:38;15:34;03:07;19.27;12:20:22;02:10:21;06:43;03:04;19.58
