Jahr;Ges;Name;Club;Category;Runner_Number;Place_Gender;Place_Category;Place_Overall;Start_Time_of_day;Finish_Time;Race_Status;Last_Split;5K_Time_of_day;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time_of_day;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time_of_day;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time_of_day;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time_of_day;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time_of_day;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time_of_day;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time_of_day;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time_of_day;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time_of_day;FK_Time;FK_Diff;FK_min_km;FK_kmh
2017;W;KEITANY, Mary (KEN);;18-39;102;1;1;20;09:15:01;02:17:01;Finished;Finish;09:30:31;00:15:31;15:31;03:07;19.35;09:46:17;00:31:17;15:46;03:10;19.02;10:02:16;00:47:15;15:58;03:12;18.78;10:18:26;01:03:26;16:11;03:15;18.55;10:21:54;01:06:54;03:28;03:10;18.98;10:34:43;01:19:43;12:49;03:18;18.28;10:51:05;01:36:05;16:22;03:17;18.33;11:07:39;01:52:39;16:34;03:19;18.10;11:24:38;02:09:38;16:59;03:24;17.67;11:32:01;02:17:01;07:23;03:22;17.84
2017;W;DIBABA, Tirunesh (ETH);;18-39;107;2;2;22;09:15:01;02:17:56;Finished;Finish;09:30:43;00:15:42;15:42;03:09;19.11;09:46:32;00:31:31;15:49;03:10;18.97;10:02:46;00:47:45;16:14;03:15;18.48;10:19:13;01:04:13;16:28;03:18;18.23;10:22:54;01:07:54;03:41;03:22;17.84;10:35:51;01:20:51;12:57;03:20;18.09;10:52:23;01:37:23;16:32;03:19;18.14;11:08:57;01:53:56;16:33;03:19;18.12;11:25:50;02:10:50;16:54;03:23;17.76;11:32:57;02:17:56;07:06;03:15;18.52
2017;W;MERGIA, Aselefech (ETH);;18-39;103;3;3;29;09:15:01;02:23:08;Finished;Finish;09:30:42;00:15:41;15:41;03:09;19.13;09:46:32;00:31:32;15:51;03:11;18.95;10:02:46;00:47:46;16:14;03:15;18.48;10:19:13;01:04:13;16:27;03:18;18.23;10:22:54;01:07:54;03:41;03:22;17.85;10:35:51;01:20:51;12:57;03:20;18.08;10:53:22;01:38:21;17:30;03:30;17.14;11:11:22;01:56:22;18:01;03:37;16.65;11:29:39;02:14:39;18:17;03:40;16.41;11:38:08;02:23:08;08:29;03:52;15.54
2017;W;CHERUIYOT, Vivian (KEN);;18-39;130;4;4;30;09:15:01;02:23:50;Finished;Finish;09:30:42;00:15:41;15:41;03:09;19.14;09:46:25;00:31:25;15:44;03:09;19.07;10:02:44;00:47:43;16:18;03:16;18.39;10:19:14;01:04:13;16:30;03:18;18.18;10:22:54;01:07:54;03:41;03:22;17.91;10:36:09;01:21:09;13:15;03:24;17.68;10:53:51;01:38:50;17:41;03:33;16.96;11:12:05;01:57:05;18:15;03:39;16.44;11:30:41;02:15:41;18:36;03:44;16.13;11:38:50;02:23:50;08:09;03:43;16.16
2017;W;WEIGHTMAN, Lisa (AUS);;18-39;110;5;5;35;09:15:01;02:25:15;Finished;Finish;09:31:50;00:16:50;16:50;03:22;17.84;09:48:59;00:33:58;17:08;03:26;17.50;10:06:24;00:51:24;17:26;03:30;17.22;10:23:44;01:08:44;17:20;03:28;17.30;10:27:26;01:12:26;03:42;03:23;17.80;10:40:51;01:25:51;13:25;03:27;17.45;10:58:01;01:43:01;17:10;03:26;17.47;11:15:25;02:00:24;17:23;03:29;17.25;11:32:51;02:17:50;17:26;03:30;17.21;11:40:15;02:25:15;07:25;03:23;17.78
2017;W;THWEATT, Laura (USA);;18-39;115;6;6;36;09:15:01;02:25:38;Finished;Finish;09:31:50;00:16:50;16:50;03:22;17.84;09:48:58;00:33:58;17:08;03:26;17.50;10:06:24;00:51:24;17:26;03:30;17.21;10:23:55;01:08:54;17:30;03:30;17.14;10:27:36;01:12:36;03:42;03:23;17.81;10:40:51;01:25:51;13:15;03:24;17.67;10:57:59;01:42:58;17:07;03:26;17.52;11:15:26;02:00:26;17:28;03:30;17.18;11:32:54;02:17:53;17:27;03:30;17.19;11:40:38;02:25:38;07:45;03:32;17.01
2017;W;KIPROP, Helah (KEN);;18-39;108;7;7;37;09:15:01;02:25:39;Finished;Finish;09:30:42;00:15:42;15:42;03:09;19.12;09:46:32;00:31:32;15:50;03:10;18.95;10:02:46;00:47:45;16:13;03:15;18.49;10:19:13;01:04:13;16:28;03:18;18.23;10:22:54;01:07:53;03:40;03:21;17.91;10:35:48;01:20:48;12:55;03:19;18.14;10:52:25;01:37:25;16:37;03:20;18.05;11:10:07;01:55:07;17:42;03:33;16.95;11:30:22;02:15:21;20:14;04:03;14.82;11:40:39;02:25:39;10:18;04:42;12.79
2017;W;TUFA, Tigist (ETH);;18-39;109;8;8;38;09:15:01;02:25:52;Finished;Finish;09:30:48;00:15:48;15:48;03:10;19.00;09:47:36;00:32:36;16:48;03:22;17.86;10:04:53;00:49:53;17:17;03:28;17.35;10:22:11;01:07:10;17:17;03:28;17.35;10:26:00;01:10:59;03:49;03:29;17.22;10:39:44;01:24:43;13:44;03:32;17.05;10:57:26;01:42:25;17:42;03:33;16.95;11:15:21;02:00:21;17:56;03:36;16.73;11:32:55;02:17:54;17:33;03:31;17.09;11:40:52;02:25:52;07:58;03:38;16.54
2017;W;KIPLAGAT, Florence (KEN);;18-39;104;9;9;39;09:15:01;02:26:25;Finished;Finish;09:30:42;00:15:42;15:42;03:09;19.12;09:46:32;00:31:31;15:49;03:10;18.96;10:02:45;00:47:45;16:14;03:15;18.49;10:19:33;01:04:33;16:48;03:22;17.86;10:23:18;01:08:17;03:44;03:25;17.58;10:37:14;01:22:13;13:56;03:35;16.81;10:55:36;01:40:36;18:23;03:41;16.32;11:14:38;01:59:38;19:02;03:49;15.76;11:33:05;02:18:05;18:27;03:42;16.26;11:41:25;02:26:25;08:20;03:48;15.81
2017;W;TRENGOVE, Jessica (AUS);;18-39;113;10;10;40;09:15:01;02:27:01;Finished;Finish;09:31:50;00:16:49;16:49;03:22;17.84;09:48:58;00:33:58;17:09;03:26;17.50;10:06:24;00:51:24;17:26;03:30;17.21;10:23:56;01:08:56;17:32;03:31;17.11;10:27:44;01:12:43;03:47;03:27;17.38;10:41:15;01:26:15;13:32;03:29;17.31;10:58:43;01:43:43;17:28;03:30;17.18;11:16:29;02:01:28;17:45;03:33;16.89;11:34:16;02:19:16;17:48;03:34;16.87;11:42:01;02:27:01;07:45;03:32;17.00
