Jahr;Ges;Name;Club;Category;Runner_Number;Place_Gender;Place_Category;Place_Overall;Start_Time_of_day;Finish_Time;Race_Status;Last_Split;5K_Time_of_day;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time_of_day;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time_of_day;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time_of_day;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time_of_day;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time_of_day;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time_of_day;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time_of_day;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time_of_day;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time_of_day;FK_Time;FK_Diff;FK_min_km;FK_kmh
2012;M;Kipsang, Wilson (KEN);;18-39;3;1;1;1;09:45:00;02:04:44;;;;00:14:37;14:37;02:56;20.54;;00:29:36;14:59;03:00;20.02;;00:44:30;14:54;02:59;20.13;;00:59:13;14:43;02:57;20.38;;01:02:12;02:59;02:44;22.16;;01:13:22;11:10;02:52;20.95;;01:28:05;14:43;02:57;20.40;;01:42:47;14:42;02:57;20.40;;01:57:58;15:11;03:03;19.76;;02:04:44;06:46;03:05;19.45
2012;M;Lel, Martin (KEN);;18-39;7;2;2;2;09:45:00;02:06:51;;;;00:14:37;14:37;02:56;20.54;;00:29:36;14:59;03:00;20.02;;00:44:31;14:55;02:59;20.12;;00:59:14;14:43;02:57;20.37;;01:02:16;03:02;02:46;21.73;;01:13:38;11:22;02:55;20.58;;01:29:06;15:28;03:06;19.40;;01:44:44;15:38;03:08;19.20;;02:00:14;15:30;03:06;19.35;;02:06:51;06:37;03:01;19.91
2012;M;Kebede, Tsegaye (ETH);;18-39;8;3;3;3;09:45:00;02:06:52;;;;00:14:37;14:37;02:56;20.53;;00:29:36;14:59;03:00;20.02;;00:44:31;14:55;02:59;20.13;;00:59:15;14:44;02:57;20.37;;01:02:20;03:05;02:49;21.30;;01:13:49;11:29;02:57;20.38;;01:29:14;15:25;03:05;19.47;;01:44:44;15:30;03:06;19.36;;02:00:14;15:30;03:06;19.35;;02:06:52;06:38;03:02;19.86
2012;M;Gharib, Jaouad (MAR);;40-44;11;4;1;4;09:45:00;02:07:44;;;;00:14:45;14:45;02:57;20.34;;00:29:57;15:12;03:03;19.74;;00:44:58;15:01;03:01;19.99;;01:00:00;15:02;03:01;19.95;;01:03:11;03:11;02:55;20.62;;01:14:56;11:45;03:01;19.94;;01:30:02;15:06;03:02;19.86;;01:45:19;15:17;03:04;19.64;;02:00:51;15:32;03:07;19.30;;02:07:44;06:53;03:09;19.17
2012;M;Kirui, Abel (KEN);;18-39;5;5;4;5;09:45:00;02:07:56;;;;00:14:37;14:37;02:56;20.54;;00:29:36;14:59;03:00;20.03;;00:44:30;14:54;02:59;20.12;;00:59:14;14:44;02:57;20.37;;01:02:15;03:01;02:45;21.75;;01:13:23;11:08;02:52;21.05;;01:28:04;14:41;02:57;20.42;;01:43:03;14:59;03:00;20.03;;01:59:23;16:20;03:16;18.36;;02:07:56;08:33;03:54;15.40
2012;M;Mutai, Emmanuel (KEN);;18-39;1;6;5;6;09:45:00;02:08:01;;;;00:14:37;14:37;02:56;20.54;;00:29:36;14:59;03:00;20.02;;00:44:30;14:54;02:59;20.13;;00:59:14;14:44;02:57;20.36;;01:02:17;03:03;02:47;21.53;;01:13:38;11:21;02:55;20.62;;01:29:06;15:28;03:06;19.40;;01:44:56;15:50;03:10;18.95;;02:00:59;16:03;03:13;18.70;;02:08:01;07:02;03:13;18.70
2012;M;Gomes Dos Santos, Marilson (BRA);;18-39;12;7;6;7;09:45:00;02:08:03;;;;00:14:45;14:45;02:57;20.35;;00:29:57;15:12;03:03;19.74;;00:44:55;14:58;03:00;20.06;;00:59:58;15:03;03:01;19.92;;01:03:11;03:13;02:56;20.49;;01:14:55;11:44;03:01;19.96;;01:30:03;15:08;03:02;19.82;;01:45:19;15:16;03:04;19.65;;02:00:59;15:40;03:08;19.17;;02:08:03;07:04;03:14;18.63
2012;M;Tsegay, Samuel (ERI);;18-39;14;8;7;8;09:45:00;02:08:06;;;;00:14:38;14:38;02:56;20.51;;00:29:36;14:58;03:00;20.04;;00:44:30;14:54;02:59;20.13;;00:59:14;14:44;02:57;20.36;;01:02:15;03:01;02:45;21.90;;01:13:39;11:24;02:56;20.54;;01:29:06;15:27;03:06;19.40;;01:44:44;15:38;03:08;19.20;;02:00:53;16:09;03:14;18.58;;02:08:06;07:13;03:18;18.25
2012;M;Lilesa, Feyisa (ETH);;18-39;9;9;8;9;09:45:00;02:08:20;;;;00:14:37;14:37;02:56;20.53;;00:29:36;14:59;03:00;20.02;;00:44:30;14:54;02:59;20.15;;00:59:14;14:44;02:57;20.35;;01:02:13;02:59;02:44;22.09;;01:13:22;11:09;02:52;21.01;;01:28:05;14:43;02:57;20.40;;01:43:02;14:57;03:00;20.05;;01:59:56;16:54;03:23;17.76;;02:08:20;08:24;03:50;15.69
2012;M;Worku, Bazu (ETH);;18-39;10;10;9;10;09:45:00;02:10:14;;;;00:14:37;14:37;02:56;20.53;;00:29:36;14:59;03:00;20.03;;00:44:30;14:54;02:59;20.13;;00:59:14;14:44;02:57;20.37;;01:02:12;02:58;02:43;22.12;;01:13:38;11:26;02:56;20.48;;01:29:06;15:28;03:06;19.39;;01:45:31;16:25;03:17;18.28;;02:02:52;17:21;03:29;17.30;;02:10:14;07:22;03:22;17.87
